MISSION ELAPSED TIME (mins),Rx(km)[J2000-EARTH],Ry(km)[J2000-EARTH],Rz(km)[J2000-EARTH],Vx(km/s)[J2000-EARTH],Vy(km/s)[J2000-EARTH],Vz(km/s)[J2000-EARTH],MASS (kg),WPSA,WPSA Range,DS54,DS54 Range,DS24,Range DS24,DS34,Range DS34
6312.25142,-362000,-128000,-57600,-0.488,-0.256,-0.174,22666.29909,1,397486.5289,1,387434.3309,1,402361.8948,0,
6313.25142,-362000,-128000,-57600,-0.488,-0.256,-0.174,22666.29909,1,397486.5289,1,387434.3309,1,402361.8948,0,
6314.25142,-362000,-128000,-57600,-0.488,-0.256,-0.173,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6315.25142,-362000,-128000,-57600,-0.487,-0.256,-0.173,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6316.25142,-362000,-128000,-57600,-0.487,-0.256,-0.173,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6317.25142,-362000,-129000,-57600,-0.487,-0.255,-0.173,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6318.25142,-362000,-129000,-57600,-0.487,-0.255,-0.173,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6319.25142,-362000,-129000,-57600,-0.487,-0.255,-0.173,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6320.25142,-362000,-129000,-57600,-0.487,-0.255,-0.173,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6321.25142,-362000,-129000,-57700,-0.487,-0.255,-0.173,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6322.25142,-362000,-129000,-57700,-0.487,-0.255,-0.173,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6323.25142,-362000,-129000,-57700,-0.487,-0.254,-0.173,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6324.25142,-362000,-129000,-57700,-0.487,-0.254,-0.173,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6325.25142,-362000,-129000,-57700,-0.487,-0.254,-0.173,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6326.25142,-362000,-129000,-57700,-0.487,-0.254,-0.173,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6327.25142,-362000,-129000,-57700,-0.487,-0.254,-0.173,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6328.25142,-362000,-129000,-57700,-0.487,-0.254,-0.173,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6329.25142,-362000,-129000,-57700,-0.486,-0.254,-0.172,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6330.25142,-362000,-129000,-57700,-0.486,-0.253,-0.172,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6331.25142,-362000,-129000,-57800,-0.486,-0.253,-0.172,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6332.25142,-362000,-129000,-57800,-0.486,-0.253,-0.172,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6333.25142,-362000,-129000,-57800,-0.486,-0.253,-0.172,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6334.25142,-362000,-129000,-57800,-0.486,-0.253,-0.172,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6335.25142,-362000,-129000,-57800,-0.486,-0.253,-0.172,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6336.25142,-362000,-129000,-57800,-0.486,-0.253,-0.172,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6337.25142,-362000,-129000,-57800,-0.486,-0.252,-0.172,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6338.25142,-362000,-129000,-57800,-0.486,-0.252,-0.172,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6339.25142,-362000,-129000,-57800,-0.486,-0.252,-0.172,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6340.25142,-362000,-129000,-57800,-0.486,-0.252,-0.172,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6341.25142,-362000,-129000,-57900,-0.486,-0.252,-0.172,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6342.25142,-362000,-129000,-57900,-0.485,-0.252,-0.172,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6343.25142,-363000,-129000,-57900,-0.485,-0.251,-0.171,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6344.25142,-363000,-129000,-57900,-0.485,-0.251,-0.171,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6345.25142,-363000,-129000,-57900,-0.485,-0.251,-0.171,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6346.25142,-363000,-129000,-57900,-0.485,-0.251,-0.171,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6347.25142,-363000,-129000,-57900,-0.485,-0.251,-0.171,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6348.25142,-363000,-129000,-57900,-0.485,-0.251,-0.171,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6349.25142,-363000,-129000,-57900,-0.485,-0.251,-0.171,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6350.25142,-363000,-129000,-58000,-0.485,-0.25,-0.171,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6351.25142,-363000,-129000,-58000,-0.485,-0.25,-0.171,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6352.25142,-363000,-129000,-58000,-0.485,-0.25,-0.171,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6353.25142,-363000,-129000,-58000,-0.485,-0.25,-0.171,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6354.25142,-363000,-129000,-58000,-0.485,-0.25,-0.171,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6355.25142,-363000,-129000,-58000,-0.485,-0.25,-0.171,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6356.25142,-363000,-129000,-58000,-0.485,-0.249,-0.171,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6357.25142,-363000,-129000,-58000,-0.484,-0.249,-0.171,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6358.25142,-363000,-129000,-58000,-0.484,-0.249,-0.17,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6359.25142,-363000,-129000,-58000,-0.484,-0.249,-0.17,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6360.25142,-363000,-129000,-58100,-0.484,-0.249,-0.17,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6361.25142,-363000,-129000,-58100,-0.484,-0.249,-0.17,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6362.25142,-363000,-129000,-58100,-0.484,-0.248,-0.17,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6363.25142,-363000,-129000,-58100,-0.484,-0.248,-0.17,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6364.25142,-363000,-129000,-58100,-0.484,-0.248,-0.17,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6365.25142,-363000,-129000,-58100,-0.484,-0.248,-0.17,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6366.25142,-363000,-129000,-58100,-0.484,-0.248,-0.17,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6367.25142,-363000,-129000,-58100,-0.484,-0.248,-0.17,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6368.25142,-363000,-129000,-58100,-0.484,-0.248,-0.17,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6369.25142,-363000,-129000,-58100,-0.484,-0.247,-0.17,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6370.25142,-363000,-129000,-58200,-0.484,-0.247,-0.17,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6371.25142,-363000,-129000,-58200,-0.483,-0.247,-0.17,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6372.25142,-363000,-129000,-58200,-0.483,-0.247,-0.169,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6373.25142,-363000,-129000,-58200,-0.483,-0.247,-0.169,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6374.25142,-363000,-129000,-58200,-0.483,-0.247,-0.169,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6375.25142,-363000,-129000,-58200,-0.483,-0.246,-0.169,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6376.25142,-363000,-129000,-58200,-0.483,-0.246,-0.169,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6377.25142,-363000,-129000,-58200,-0.483,-0.246,-0.169,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6378.25142,-364000,-129000,-58200,-0.483,-0.246,-0.169,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6379.25142,-364000,-129000,-58200,-0.483,-0.246,-0.169,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6380.25142,-364000,-129000,-58300,-0.483,-0.246,-0.169,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6381.25142,-364000,-129000,-58300,-0.483,-0.245,-0.169,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6382.25142,-364000,-129000,-58300,-0.483,-0.245,-0.169,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6383.25142,-364000,-130000,-58300,-0.483,-0.245,-0.169,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6384.25142,-364000,-130000,-58300,-0.483,-0.245,-0.169,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6385.25142,-364000,-130000,-58300,-0.483,-0.245,-0.169,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6386.25142,-364000,-130000,-58300,-0.483,-0.245,-0.168,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6387.25142,-364000,-130000,-58300,-0.482,-0.244,-0.168,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6388.25142,-364000,-130000,-58300,-0.482,-0.244,-0.168,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6389.25142,-364000,-130000,-58300,-0.482,-0.244,-0.168,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6390.25142,-364000,-130000,-58400,-0.482,-0.244,-0.168,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6391.25142,-364000,-130000,-58400,-0.482,-0.244,-0.168,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6392.25142,-364000,-130000,-58400,-0.482,-0.244,-0.168,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6393.25142,-364000,-130000,-58400,-0.482,-0.243,-0.168,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6394.25142,-364000,-130000,-58400,-0.482,-0.243,-0.168,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6395.25142,-364000,-130000,-58400,-0.482,-0.243,-0.168,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6396.25142,-364000,-130000,-58400,-0.482,-0.243,-0.168,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6397.25142,-364000,-130000,-58400,-0.482,-0.243,-0.168,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6398.25142,-364000,-130000,-58400,-0.482,-0.243,-0.168,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6399.25142,-364000,-130000,-58400,-0.482,-0.242,-0.167,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6400.25142,-364000,-130000,-58500,-0.482,-0.242,-0.167,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6401.25142,-364000,-130000,-58500,-0.482,-0.242,-0.167,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6402.25142,-364000,-130000,-58500,-0.482,-0.242,-0.167,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6403.25142,-364000,-130000,-58500,-0.481,-0.242,-0.167,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6404.25142,-364000,-130000,-58500,-0.481,-0.242,-0.167,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6405.25142,-364000,-130000,-58500,-0.481,-0.241,-0.167,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6406.25142,-364000,-130000,-58500,-0.481,-0.241,-0.167,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6407.25142,-364000,-130000,-58500,-0.481,-0.241,-0.167,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6408.25142,-364000,-130000,-58500,-0.481,-0.241,-0.167,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6409.25142,-364000,-130000,-58500,-0.481,-0.241,-0.167,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6410.25142,-364000,-130000,-58600,-0.481,-0.24,-0.167,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6411.25142,-364000,-130000,-58600,-0.481,-0.24,-0.167,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6412.25142,-365000,-130000,-58600,-0.481,-0.24,-0.166,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6413.25142,-365000,-130000,-58600,-0.481,-0.24,-0.166,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6414.25142,-365000,-130000,-58600,-0.481,-0.24,-0.166,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6415.25142,-365000,-130000,-58600,-0.481,-0.24,-0.166,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6416.25142,-365000,-130000,-58600,-0.481,-0.239,-0.166,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6417.25142,-365000,-130000,-58600,-0.481,-0.239,-0.166,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6418.25142,-365000,-130000,-58600,-0.481,-0.239,-0.166,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6419.25142,-365000,-130000,-58600,-0.481,-0.239,-0.166,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6420.25142,-365000,-130000,-58700,-0.48,-0.239,-0.166,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6421.25142,-365000,-130000,-58700,-0.48,-0.239,-0.166,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6422.25142,-365000,-130000,-58700,-0.48,-0.238,-0.166,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6423.25142,-365000,-130000,-58700,-0.48,-0.238,-0.166,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6424.25142,-365000,-130000,-58700,-0.48,-0.238,-0.166,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6425.25142,-365000,-130000,-58700,-0.48,-0.238,-0.165,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6426.25142,-365000,-130000,-58700,-0.48,-0.238,-0.165,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6427.25142,-365000,-130000,-58700,-0.48,-0.237,-0.165,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6428.25142,-365000,-130000,-58700,-0.48,-0.237,-0.165,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6429.25142,-365000,-130000,-58700,-0.48,-0.237,-0.165,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6430.25142,-365000,-130000,-58800,-0.48,-0.237,-0.165,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6431.25142,-365000,-130000,-58800,-0.48,-0.237,-0.165,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6432.25142,-365000,-130000,-58800,-0.48,-0.237,-0.165,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6433.25142,-365000,-130000,-58800,-0.48,-0.236,-0.165,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6434.25142,-365000,-130000,-58800,-0.48,-0.236,-0.165,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6435.25142,-365000,-130000,-58800,-0.48,-0.236,-0.165,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6436.25142,-365000,-130000,-58800,-0.48,-0.236,-0.165,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6437.25142,-365000,-130000,-58800,-0.48,-0.236,-0.164,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6438.25142,-365000,-130000,-58800,-0.48,-0.235,-0.164,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6439.25142,-365000,-130000,-58800,-0.479,-0.235,-0.164,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6440.25142,-365000,-130000,-58900,-0.479,-0.235,-0.164,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6441.25142,-365000,-130000,-58900,-0.479,-0.235,-0.164,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6442.25142,-365000,-130000,-58900,-0.479,-0.235,-0.164,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6443.25142,-365000,-130000,-58900,-0.479,-0.235,-0.164,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6444.25142,-365000,-130000,-58900,-0.479,-0.234,-0.164,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6445.25142,-365000,-130000,-58900,-0.479,-0.234,-0.164,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6446.25142,-365000,-130000,-58900,-0.479,-0.234,-0.164,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6447.25142,-366000,-130000,-58900,-0.479,-0.234,-0.164,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6448.25142,-366000,-130000,-58900,-0.479,-0.234,-0.164,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6449.25142,-366000,-130000,-58900,-0.479,-0.233,-0.163,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6450.25142,-366000,-130000,-59000,-0.479,-0.233,-0.163,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6451.25142,-366000,-130000,-59000,-0.479,-0.233,-0.163,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6452.25142,-366000,-130000,-59000,-0.479,-0.233,-0.163,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6453.25142,-366000,-131000,-59000,-0.479,-0.233,-0.163,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6454.25142,-366000,-131000,-59000,-0.479,-0.232,-0.163,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6455.25142,-366000,-131000,-59000,-0.479,-0.232,-0.163,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6456.25142,-366000,-131000,-59000,-0.479,-0.232,-0.163,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6457.25142,-366000,-131000,-59000,-0.479,-0.232,-0.163,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6458.25142,-366000,-131000,-59000,-0.479,-0.232,-0.163,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6459.25142,-366000,-131000,-59000,-0.478,-0.231,-0.163,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6460.25142,-366000,-131000,-59100,-0.478,-0.231,-0.163,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6461.25142,-366000,-131000,-59100,-0.478,-0.231,-0.162,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6462.25142,-366000,-131000,-59100,-0.478,-0.231,-0.162,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6463.25142,-366000,-131000,-59100,-0.478,-0.231,-0.162,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6464.25142,-366000,-131000,-59100,-0.478,-0.231,-0.162,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6465.25142,-366000,-131000,-59100,-0.478,-0.23,-0.162,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6466.25142,-366000,-131000,-59100,-0.478,-0.23,-0.162,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6467.25142,-366000,-131000,-59100,-0.478,-0.23,-0.162,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6468.25142,-366000,-131000,-59100,-0.478,-0.23,-0.162,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6469.25142,-366000,-131000,-59100,-0.478,-0.23,-0.162,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6470.25142,-366000,-131000,-59200,-0.478,-0.229,-0.162,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6471.25142,-366000,-131000,-59200,-0.478,-0.229,-0.162,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6472.25142,-366000,-131000,-59200,-0.478,-0.229,-0.161,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6473.25142,-366000,-131000,-59200,-0.478,-0.229,-0.161,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6474.25142,-366000,-131000,-59200,-0.478,-0.229,-0.161,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6475.25142,-366000,-131000,-59200,-0.478,-0.228,-0.161,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6476.25142,-366000,-131000,-59200,-0.478,-0.228,-0.161,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6477.25142,-366000,-131000,-59200,-0.478,-0.228,-0.161,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6478.25142,-366000,-131000,-59200,-0.478,-0.228,-0.161,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6479.25142,-366000,-131000,-59200,-0.478,-0.228,-0.161,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6480.25142,-366000,-131000,-59200,-0.478,-0.227,-0.161,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6481.25142,-366000,-131000,-59300,-0.478,-0.227,-0.161,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6482.25142,-367000,-131000,-59300,-0.477,-0.227,-0.161,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6483.25142,-367000,-131000,-59300,-0.477,-0.227,-0.16,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6484.25142,-367000,-131000,-59300,-0.477,-0.226,-0.16,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6485.25142,-367000,-131000,-59300,-0.477,-0.226,-0.16,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6486.25142,-367000,-131000,-59300,-0.477,-0.226,-0.16,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6487.25142,-367000,-131000,-59300,-0.477,-0.226,-0.16,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6488.25142,-367000,-131000,-59300,-0.477,-0.226,-0.16,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6489.25142,-367000,-131000,-59300,-0.477,-0.225,-0.16,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6490.25142,-367000,-131000,-59300,-0.477,-0.225,-0.16,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6491.25142,-367000,-131000,-59400,-0.477,-0.225,-0.16,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6492.25142,-367000,-131000,-59400,-0.477,-0.225,-0.16,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6493.25142,-367000,-131000,-59400,-0.477,-0.225,-0.16,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6494.25142,-367000,-131000,-59400,-0.477,-0.224,-0.159,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6495.25142,-367000,-131000,-59400,-0.477,-0.224,-0.159,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6496.25142,-367000,-131000,-59400,-0.477,-0.224,-0.159,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6497.25142,-367000,-131000,-59400,-0.477,-0.224,-0.159,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6498.25142,-367000,-131000,-59400,-0.477,-0.224,-0.159,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6499.25142,-367000,-131000,-59400,-0.477,-0.223,-0.159,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6500.25142,-367000,-131000,-59400,-0.477,-0.223,-0.159,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6501.25142,-367000,-131000,-59400,-0.477,-0.223,-0.159,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6502.25142,-367000,-131000,-59500,-0.477,-0.223,-0.159,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6503.25142,-367000,-131000,-59500,-0.477,-0.222,-0.159,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6504.25142,-367000,-131000,-59500,-0.477,-0.222,-0.159,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6505.25142,-367000,-131000,-59500,-0.477,-0.222,-0.158,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6506.25142,-367000,-131000,-59500,-0.477,-0.222,-0.158,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6507.25142,-367000,-131000,-59500,-0.477,-0.222,-0.158,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6508.25142,-367000,-131000,-59500,-0.476,-0.221,-0.158,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6509.25142,-367000,-131000,-59500,-0.476,-0.221,-0.158,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6510.25142,-367000,-131000,-59500,-0.476,-0.221,-0.158,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6511.25142,-367000,-131000,-59500,-0.476,-0.221,-0.158,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6512.25142,-367000,-131000,-59600,-0.476,-0.221,-0.158,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6513.25142,-367000,-131000,-59600,-0.476,-0.22,-0.158,22666.29909,1,397486.5289,0,,1,402361.8948,0,
6514.25142,-367000,-131000,-59600,-0.476,-0.22,-0.158,22666.29909,1,397486.5289,0,,1,402361.8948,1,406149.4237
6515.25142,-367000,-131000,-59600,-0.476,-0.22,-0.157,22666.29909,1,397486.5289,0,,1,402361.8948,1,406149.4237
6516.25142,-367000,-131000,-59600,-0.476,-0.22,-0.157,22666.29909,1,397486.5289,0,,1,402361.8948,1,406149.4237
6517.25142,-368000,-131000,-59600,-0.476,-0.219,-0.157,22666.29909,1,397486.5289,0,,1,402361.8948,1,406149.4237
6518.25142,-368000,-131000,-59600,-0.476,-0.219,-0.157,22666.29909,1,397486.5289,0,,1,402361.8948,1,406149.4237
6519.25142,-368000,-131000,-59600,-0.476,-0.219,-0.157,22666.29909,1,397486.5289,0,,1,402361.8948,1,406149.4237
6520.25142,-368000,-131000,-59600,-0.476,-0.219,-0.157,22666.29909,1,397486.5289,0,,1,402361.8948,1,406149.4237
6521.25142,-368000,-131000,-59600,-0.476,-0.218,-0.157,22666.29909,1,397486.5289,0,,1,402361.8948,1,406149.4237
6522.25142,-368000,-131000,-59600,-0.476,-0.218,-0.157,22666.29909,1,397486.5289,0,,1,402361.8948,1,406149.4237
6523.25142,-368000,-131000,-59700,-0.476,-0.218,-0.157,22666.29909,1,397486.5289,0,,1,402361.8948,1,406149.4237
6524.25142,-368000,-131000,-59700,-0.476,-0.218,-0.157,22666.29909,1,397486.5289,0,,1,402361.8948,1,406149.4237
6525.25142,-368000,-131000,-59700,-0.476,-0.218,-0.156,22666.29909,1,397486.5289,0,,1,402361.8948,1,406149.4237
6526.25142,-368000,-131000,-59700,-0.476,-0.217,-0.156,22666.29909,1,397486.5289,0,,1,402361.8948,1,406149.4237
6527.25142,-368000,-132000,-59700,-0.476,-0.217,-0.156,22666.29909,1,397486.5289,0,,1,402361.8948,1,406149.4237
6528.25142,-368000,-132000,-59700,-0.476,-0.217,-0.156,22666.29909,1,397486.5289,0,,1,402361.8948,1,406149.4237
6529.25142,-368000,-132000,-59700,-0.476,-0.217,-0.156,22666.29909,1,397486.5289,0,,1,402361.8948,1,406149.4237
6530.25142,-368000,-132000,-59700,-0.476,-0.216,-0.156,22666.29909,1,397486.5289,0,,1,402361.8948,1,406149.4237
6531.25142,-368000,-132000,-59700,-0.476,-0.216,-0.156,22666.29909,1,397486.5289,0,,1,402361.8948,1,406149.4237
6532.25142,-368000,-132000,-59700,-0.476,-0.216,-0.156,22666.29909,1,397486.5289,0,,1,402361.8948,1,406149.4237
6533.25142,-368000,-132000,-59800,-0.476,-0.216,-0.156,22666.29909,1,397486.5289,0,,1,402361.8948,1,406149.4237
6534.25142,-368000,-132000,-59800,-0.476,-0.215,-0.156,22666.29909,1,397486.5289,0,,1,402361.8948,1,406149.4237
6535.25142,-368000,-132000,-59800,-0.476,-0.215,-0.155,22666.29909,1,397486.5289,0,,1,402361.8948,1,406149.4237
