MISSION ELAPSED TIME (min),Rx(km)[J2000-EARTH],Ry(km)[J2000-EARTH],Rz(km)[J2000-EARTH],Vx(km/s)[J2000-EARTH],Vy(km/s)[J2000-EARTH],Vz(km/s)[J2000-EARTH],MASS (kg),EARTH Rx(km)[J2000-EARTH],EARTH Ry(km)[J2000-EARTH],EARTH Rz(km)[J2000-EARTH],EARTH Vx(km/s)[J2000-EARTH],EARTH Vy(km/s)[J2000-EARTH],EARTH Vz(km/s)[J2000-EARTH],MOON Rx(km)[J2000-EARTH],MOON Ry(km)[J2000-EARTH],MOON Rz(km)[J2000-EARTH],MOON Vx(km/s)[J2000-EARTH],MOON Vy(km/s)[J2000-EARTH],MOON Vz(km/s)[J2000-EARTH]
6634.788658,-370837.6645,-132834.2611,-60673.22825,-0.474601926,-0.188048844,-0.143574124,22585.21797,0,0,0,0,0,0,-384167.6222,-108405.0519,-50208.68331,0.310934931,-0.808287354,-0.443546696
6635.788658,-370866.1408,-132845.5343,-60681.83849,-0.474608744,-0.187724954,-0.143433948,22585.21797,0,0,0,0,0,0,-384148.9618,-108453.548,-50235.29556,0.311078543,-0.808247735,-0.443528317
6636.788658,-370894.6175,-132856.788,-60690.44031,-0.474615931,-0.187399879,-0.143293286,22585.21797,0,0,0,0,0,0,-384130.2928,-108502.0416,-50261.90671,0.311222149,-0.808208098,-0.443509929
6637.788658,-370923.0947,-132868.0222,-60699.03368,-0.474623487,-0.187073612,-0.143152136,22585.21797,0,0,0,0,0,0,-384111.6151,-108550.5329,-50288.51675,0.311365749,-0.808168443,-0.44349153
6638.788658,-370951.5724,-132879.2368,-60707.61856,-0.474631414,-0.186746144,-0.143010495,22585.21797,0,0,0,0,0,0,-384092.9289,-108599.0219,-50315.12569,0.311509344,-0.808128769,-0.443473122
6639.788658,-370980.0505,-132890.4317,-60716.19493,-0.474639712,-0.186417469,-0.142868359,22585.21797,0,0,0,0,0,0,-384074.234,-108647.5084,-50341.73352,0.311652934,-0.808089077,-0.443454703
6640.788658,-371008.5291,-132901.6069,-60724.76275,-0.474648382,-0.186087578,-0.142725726,22585.21797,0,0,0,0,0,0,-384055.5305,-108695.9926,-50368.34025,0.311796518,-0.808049367,-0.443436275
6641.788658,-371037.0083,-132912.7622,-60733.32201,-0.474657423,-0.185756464,-0.142582593,22585.21797,0,0,0,0,0,0,-384036.8184,-108744.4743,-50394.94588,0.311940097,-0.808009639,-0.443417836
6642.788658,-371065.488,-132923.8977,-60741.87265,-0.474666837,-0.185424119,-0.142438956,22585.21797,0,0,0,0,0,0,-384018.0977,-108792.9537,-50421.55039,0.31208367,-0.807969892,-0.443399387
6643.788658,-371093.9683,-132935.0131,-60750.41467,-0.474676624,-0.185090534,-0.142294812,22585.21797,0,0,0,0,0,0,-383999.3684,-108841.4307,-50448.1538,0.312227238,-0.807930127,-0.443380929
6644.788658,-371122.4492,-132946.1085,-60758.94802,-0.474686784,-0.184755702,-0.142150159,22585.21797,0,0,0,0,0,0,-383980.6304,-108889.9053,-50474.7561,0.3123708,-0.807890344,-0.44336246
6645.788658,-371150.9308,-132957.1838,-60767.47268,-0.474697318,-0.184419615,-0.142004993,22585.21797,0,0,0,0,0,0,-383961.8839,-108938.3775,-50501.3573,0.312514357,-0.807850542,-0.443343981
6646.788658,-371179.4129,-132968.2388,-60775.98861,-0.474708227,-0.184082265,-0.14185931,22585.21797,0,0,0,0,0,0,-383943.1287,-108986.8474,-50527.95738,0.312657908,-0.807810723,-0.443325493
6647.788658,-371207.8958,-132979.2736,-60784.49579,-0.47471951,-0.183743642,-0.141713108,22585.21797,0,0,0,0,0,0,-383924.3649,-109035.3148,-50554.55636,0.312801453,-0.807770885,-0.443306994
6648.788658,-371236.3793,-132990.288,-60792.99417,-0.474731169,-0.18340374,-0.141566384,22585.21797,0,0,0,0,0,0,-383905.5925,-109083.7799,-50581.15422,0.312944993,-0.807731028,-0.443288485
6649.788658,-371264.8635,-133001.282,-60801.48374,-0.474743204,-0.18306255,-0.141419133,22585.21797,0,0,0,0,0,0,-383886.8115,-109132.2426,-50607.75098,0.313088528,-0.807691154,-0.443269966
6650.788658,-371293.3485,-133012.2555,-60809.96446,-0.474755614,-0.182720062,-0.141271354,22585.21797,0,0,0,0,0,0,-383868.0219,-109180.7028,-50634.34662,0.313232057,-0.807651261,-0.443251438
6651.788658,-371321.8342,-133023.2084,-60818.43629,-0.474768401,-0.18237627,-0.141123042,22585.21797,0,0,0,0,0,0,-383849.2237,-109229.1607,-50660.94115,0.313375581,-0.80761135,-0.443232899
6652.788658,-371350.3207,-133034.1406,-60826.89921,-0.474781565,-0.182031163,-0.140974194,22585.21797,0,0,0,0,0,0,-383830.4168,-109277.6162,-50687.53456,0.313519099,-0.807571421,-0.44321435
6653.788658,-371378.808,-133045.0521,-60835.35319,-0.474795106,-0.181684735,-0.140824807,22585.21797,0,0,0,0,0,0,-383811.6014,-109326.0693,-50714.12687,0.313662611,-0.807531473,-0.443195791
6654.788658,-371407.2961,-133055.9428,-60843.79818,-0.474809025,-0.181336974,-0.140674878,22585.21797,0,0,0,0,0,0,-383792.7773,-109374.52,-50740.71806,0.313806118,-0.807491507,-0.443177222
6655.788658,-371435.7851,-133066.8125,-60852.23416,-0.474823322,-0.180987875,-0.140524402,22585.21797,0,0,0,0,0,0,-383773.9447,-109422.9683,-50767.30814,0.31394962,-0.807451523,-0.443158644
6656.788658,-371464.2749,-133077.6613,-60860.6611,-0.474837997,-0.180637426,-0.140373377,22585.21797,0,0,0,0,0,0,-383755.1034,-109471.4142,-50793.8971,0.314093116,-0.807411521,-0.443140055
6657.788658,-371492.7656,-133088.489,-60869.07895,-0.474853051,-0.180285619,-0.140221799,22585.21797,0,0,0,0,0,0,-383736.2535,-109519.8576,-50820.48494,0.314236606,-0.8073715,-0.443121456
6658.788658,-371521.2573,-133099.2955,-60877.4877,-0.474868484,-0.179932446,-0.140069665,22585.21797,0,0,0,0,0,0,-383717.395,-109568.2987,-50847.07167,0.314380091,-0.807331461,-0.443102847
6659.788658,-371549.7499,-133110.0809,-60885.8873,-0.474884296,-0.179577897,-0.139916971,22585.21797,0,0,0,0,0,0,-383698.5279,-109616.7374,-50873.65728,0.31452357,-0.807291404,-0.443084228
6660.788658,-371578.2434,-133120.8449,-60894.27773,-0.474900488,-0.179221963,-0.139763713,22585.21797,0,0,0,0,0,0,-383679.6522,-109665.1737,-50900.24178,0.314667044,-0.807251329,-0.443065599
6661.788658,-371606.7379,-133131.5875,-60902.65894,-0.47491706,-0.178864634,-0.139609888,22585.21797,0,0,0,0,0,0,-383660.7678,-109713.6076,-50926.82516,0.314810512,-0.807211235,-0.44304696
6662.788658,-371635.2335,-133142.3086,-60911.0309,-0.474934011,-0.178505902,-0.139455493,22585.21797,0,0,0,0,0,0,-383641.8749,-109762.039,-50953.40741,0.314953975,-0.807171123,-0.443028311
6663.788658,-371663.73,-133153.0082,-60919.39358,-0.474951343,-0.178145758,-0.139300523,22585.21797,0,0,0,0,0,0,-383622.9733,-109810.4681,-50979.98855,0.315097432,-0.807130993,-0.443009652
6664.788658,-371692.2276,-133163.6861,-60927.74695,-0.474969056,-0.17778419,-0.139144974,22585.21797,0,0,0,0,0,0,-383604.0632,-109858.8948,-51006.56857,0.315240884,-0.807090845,-0.442990983
6665.788658,-371720.7263,-133174.3422,-60936.09097,-0.47498715,-0.177421191,-0.138988845,22585.21797,0,0,0,0,0,0,-383585.1444,-109907.319,-51033.14747,0.31538433,-0.807050678,-0.442972304
6666.788658,-371749.2261,-133184.9766,-60944.4256,-0.475005624,-0.17705675,-0.138832129,22585.21797,0,0,0,0,0,0,-383566.2171,-109955.7408,-51059.72525,0.31552777,-0.807010493,-0.442953615
6667.788658,-371777.727,-133195.589,-60952.75081,-0.47502448,-0.176690857,-0.138674825,22585.21797,0,0,0,0,0,0,-383547.2811,-110004.1603,-51086.3019,0.315671205,-0.80697029,-0.442934916
6668.788658,-371806.229,-133206.1794,-60961.06657,-0.475043717,-0.176323504,-0.138516927,22585.21797,0,0,0,0,0,0,-383528.3365,-110052.5773,-51112.87744,0.315814634,-0.806930069,-0.442916207
6669.788658,-371834.7323,-133216.7478,-60969.37283,-0.475063335,-0.175954679,-0.138358432,22585.21797,0,0,0,0,0,0,-383509.3834,-110100.9919,-51139.45185,0.315958058,-0.806889829,-0.442897487
6670.788658,-371863.2367,-133227.294,-60977.66957,-0.475083335,-0.175584374,-0.138199336,22585.21797,0,0,0,0,0,0,-383490.4216,-110149.4041,-51166.02514,0.316101476,-0.806849571,-0.442878758
6671.788658,-371891.7423,-133237.8179,-60985.95674,-0.475103717,-0.175212577,-0.138039636,22585.21797,0,0,0,0,0,0,-383471.4512,-110197.8138,-51192.5973,0.316244889,-0.806809295,-0.442860019
6672.788658,-371920.2491,-133248.3195,-60994.23431,-0.475124481,-0.174839279,-0.137879327,22585.21797,0,0,0,0,0,0,-383452.4722,-110246.2212,-51219.16834,0.316388296,-0.806769001,-0.44284127
6673.788658,-371948.7572,-133258.7986,-61002.50225,-0.475145626,-0.174464469,-0.137718406,22585.21797,0,0,0,0,0,0,-383433.4846,-110294.6261,-51245.73825,0.316531697,-0.806728688,-0.442822511
6674.788658,-371977.2666,-133269.2552,-61010.76051,-0.475167154,-0.174088138,-0.137556868,22585.21797,0,0,0,0,0,0,-383414.4884,-110343.0286,-51272.30704,0.316675093,-0.806688357,-0.442803742
6675.788658,-372005.7773,-133279.6891,-61019.00906,-0.475189063,-0.173710274,-0.137394709,22585.21797,0,0,0,0,0,0,-383395.4836,-110391.4287,-51298.8747,0.316818483,-0.806648008,-0.442784962
6676.788658,-372034.2893,-133290.1004,-61027.24786,-0.475211354,-0.173330868,-0.137231926,22585.21797,0,0,0,0,0,0,-383376.4702,-110439.8264,-51325.44123,0.316961868,-0.80660764,-0.442766173
6677.788658,-372062.8026,-133300.4888,-61035.47688,-0.475234027,-0.172949908,-0.137068514,22585.21797,0,0,0,0,0,0,-383357.4481,-110488.2216,-51352.00664,0.317105247,-0.806567255,-0.442747374
6678.788658,-372091.3174,-133310.8543,-61043.69607,-0.475257082,-0.172567384,-0.136904469,22585.21797,0,0,0,0,0,0,-383338.4175,-110536.6144,-51378.57092,0.31724862,-0.806526851,-0.442728565
6679.788658,-372119.8335,-133321.1968,-61051.9054,-0.475280519,-0.172183285,-0.136739787,22585.21797,0,0,0,0,0,0,-383319.3783,-110585.0048,-51405.13407,0.317391988,-0.806486429,-0.442709745
6680.788658,-372148.351,-133331.5163,-61060.10483,-0.475304338,-0.171797601,-0.136574463,22585.21797,0,0,0,0,0,0,-383300.3305,-110633.3928,-51431.69609,0.317535351,-0.806445988,-0.442690916
6681.788658,-372176.87,-133341.8125,-61068.29432,-0.475328538,-0.17141032,-0.136408494,22585.21797,0,0,0,0,0,0,-383281.2741,-110681.7784,-51458.25698,0.317678707,-0.806405529,-0.442672077
6682.788658,-372205.3905,-133352.0855,-61076.47384,-0.47535312,-0.171021431,-0.136241876,22585.21797,0,0,0,0,0,0,-383262.209,-110730.1615,-51484.81674,0.317822058,-0.806365053,-0.442653227
6683.788658,-372233.9124,-133362.3351,-61084.64334,-0.475378084,-0.170630924,-0.136074603,22585.21797,0,0,0,0,0,0,-383243.1354,-110778.5422,-51511.37536,0.317965404,-0.806324557,-0.442634368
6684.788658,-372262.4359,-133372.5612,-61092.80278,-0.475403428,-0.170238786,-0.135906672,22585.21797,0,0,0,0,0,0,-383224.0532,-110826.9204,-51537.93286,0.318108744,-0.806284044,-0.442615499
6685.788658,-372290.9608,-133382.7637,-61100.95212,-0.475429154,-0.169845006,-0.135738078,22585.21797,0,0,0,0,0,0,-383204.9624,-110875.2963,-51564.48922,0.318252078,-0.806243512,-0.442596619
6686.788658,-372319.4874,-133392.9425,-61109.09133,-0.47545526,-0.169449574,-0.135568817,22585.21797,0,0,0,0,0,0,-383185.8629,-110923.6696,-51591.04446,0.318395406,-0.806202962,-0.44257773
6687.788658,-372348.0155,-133403.0976,-61117.22037,-0.475481747,-0.169052477,-0.135398884,22585.21797,0,0,0,0,0,0,-383166.7549,-110972.0406,-51617.59855,0.318538729,-0.806162394,-0.442558831
6688.788658,-372376.5452,-133413.2288,-61125.33919,-0.475508614,-0.168653704,-0.135228275,22585.21797,0,0,0,0,0,0,-383147.6383,-111020.4091,-51644.15151,0.318682047,-0.806121808,-0.442539921
6689.788658,-372405.0765,-133423.336,-61133.44775,-0.475535862,-0.168253242,-0.135056985,22585.21797,0,0,0,0,0,0,-383128.5131,-111068.7752,-51670.70334,0.318825359,-0.806081203,-0.442521002
6690.788658,-372433.6095,-133433.4192,-61141.54601,-0.475563488,-0.167851081,-0.13488501,22585.21797,0,0,0,0,0,0,-383109.3793,-111117.1389,-51697.25403,0.318968665,-0.80604058,-0.442502072
6691.788658,-372462.1441,-133443.4781,-61149.63394,-0.475591495,-0.167447208,-0.134712346,22585.21797,0,0,0,0,0,0,-383090.2368,-111165.5001,-51723.80359,0.319111965,-0.805999939,-0.442483133
6692.788658,-372490.6805,-133453.5128,-61157.71148,-0.47561988,-0.167041611,-0.134538986,22585.21797,0,0,0,0,0,0,-383071.0858,-111213.8589,-51750.35201,0.31925526,-0.80595928,-0.442464183
6693.788658,-372519.2185,-133463.5231,-61165.7786,-0.475648643,-0.166634278,-0.134364928,22585.21797,0,0,0,0,0,0,-383051.9262,-111262.2152,-51776.89929,0.319398549,-0.805918602,-0.442445224
6694.788658,-372547.7583,-133473.5089,-61173.83526,-0.475677785,-0.166225196,-0.134190165,22585.21797,0,0,0,0,0,0,-383032.758,-111310.5691,-51803.44544,0.319541833,-0.805877906,-0.442426254
6695.788658,-372576.2999,-133483.4701,-61181.88141,-0.475707304,-0.165814353,-0.134014694,22585.21797,0,0,0,0,0,0,-383013.5812,-111358.9206,-51829.99044,0.319685111,-0.805837192,-0.442407275
6696.788658,-372604.8432,-133493.4066,-61189.91701,-0.475737201,-0.165401737,-0.13383851,22585.21797,0,0,0,0,0,0,-382994.3958,-111407.2696,-51856.53431,0.319828383,-0.80579646,-0.442388285
6697.788658,-372633.3883,-133503.3182,-61197.94201,-0.475767473,-0.164987335,-0.133661607,22585.21797,0,0,0,0,0,0,-382975.2018,-111455.6161,-51883.07704,0.31997165,-0.805755709,-0.442369286
6698.788658,-372661.9353,-133513.205,-61205.95638,-0.475798122,-0.164571134,-0.133483981,22585.21797,0,0,0,0,0,0,-382955.9992,-111503.9603,-51909.61862,0.32011491,-0.80571494,-0.442350276
6699.788658,-372690.4841,-133523.0667,-61213.96008,-0.475829146,-0.164153121,-0.133305627,22585.21797,0,0,0,0,0,0,-382936.788,-111552.3019,-51936.15907,0.320258166,-0.805674153,-0.442331257
6700.788658,-372719.0348,-133532.9033,-61221.95304,-0.475860545,-0.163733284,-0.13312654,22585.21797,0,0,0,0,0,0,-382917.5682,-111600.6412,-51962.69837,0.320401415,-0.805633348,-0.442312227
6701.788658,-372747.5874,-133542.7147,-61229.93525,-0.475892318,-0.163311608,-0.132946715,22585.21797,0,0,0,0,0,0,-382898.3398,-111648.9779,-51989.23654,0.320544659,-0.805592524,-0.442293187
6702.788658,-372776.1419,-133552.5007,-61237.90664,-0.475924465,-0.162888082,-0.132766146,22585.21797,0,0,0,0,0,0,-382879.1028,-111697.3123,-52015.77356,0.320687898,-0.805551682,-0.442274138
6703.788658,-372804.6983,-133562.2612,-61245.86717,-0.475956983,-0.162462692,-0.132584829,22585.21797,0,0,0,0,0,0,-382859.8573,-111745.6441,-52042.30943,0.32083113,-0.805510822,-0.442255078
6704.788658,-372833.2567,-133571.9962,-61253.8168,-0.475989874,-0.162035423,-0.132402759,22585.21797,0,0,0,0,0,0,-382840.6031,-111793.9736,-52068.84417,0.320974358,-0.805469944,-0.442236009
6705.788658,-372861.8171,-133581.7054,-61261.75548,-0.476023136,-0.161606263,-0.13221993,22585.21797,0,0,0,0,0,0,-382821.3404,-111842.3005,-52095.37775,0.321117579,-0.805429047,-0.442216929
6706.788658,-372890.3795,-133591.3889,-61269.68318,-0.476056767,-0.161175198,-0.132036338,22585.21797,0,0,0,0,0,0,-382802.069,-111890.625,-52121.9102,0.321260795,-0.805388132,-0.442197839
6707.788658,-372918.944,-133601.0464,-61277.59983,-0.476090768,-0.160742215,-0.131851976,22585.21797,0,0,0,0,0,0,-382782.7891,-111938.9471,-52148.44149,0.321404005,-0.805347199,-0.44217874
6708.788658,-372947.5104,-133610.6779,-61285.5054,-0.476125138,-0.160307298,-0.13166684,22585.21797,0,0,0,0,0,0,-382763.5005,-111987.2667,-52174.97165,0.321547209,-0.805306248,-0.44215963
6709.788658,-372976.079,-133620.2833,-61293.39983,-0.476159874,-0.159870434,-0.131480924,22585.21797,0,0,0,0,0,0,-382744.2034,-112035.5838,-52201.50065,0.321690407,-0.805265279,-0.44214051
6710.788658,-373004.6496,-133629.8623,-61301.28309,-0.476194977,-0.159431609,-0.131294223,22585.21797,0,0,0,0,0,0,-382724.8977,-112083.8985,-52228.02851,0.3218336,-0.805224291,-0.44212138
6711.788658,-373033.2224,-133639.415,-61309.15513,-0.476230445,-0.158990808,-0.131106731,22585.21797,0,0,0,0,0,0,-382705.5834,-112132.2108,-52254.55522,0.321976788,-0.805183285,-0.442102241
6712.788658,-373061.7973,-133648.9412,-61317.01588,-0.476266277,-0.158548018,-0.130918443,22585.21797,0,0,0,0,0,0,-382686.2605,-112180.5205,-52281.08078,0.322119969,-0.805142261,-0.442083091
6713.788658,-373090.3743,-133658.4407,-61324.86532,-0.476302472,-0.158103222,-0.130729353,22585.21797,0,0,0,0,0,0,-382666.929,-112228.8278,-52307.60519,0.322263145,-0.805101218,-0.442063931
6714.788658,-373118.9536,-133667.9135,-61332.70339,-0.476339029,-0.157656407,-0.130539455,22585.21797,0,0,0,0,0,0,-382647.5889,-112277.1327,-52334.12845,0.322406315,-0.805060157,-0.442044761
6715.788658,-373147.535,-133677.3595,-61340.53004,-0.476375947,-0.157207558,-0.130348745,22585.21797,0,0,0,0,0,0,-382628.2402,-112325.4351,-52360.65056,0.32254948,-0.805019078,-0.442025582
6716.788658,-373176.1187,-133686.7784,-61348.34522,-0.476413223,-0.15675666,-0.130157216,22585.21797,0,0,0,0,0,0,-382608.8829,-112373.735,-52387.17152,0.322692639,-0.804977981,-0.442006392
6717.788658,-373204.7046,-133696.1702,-61356.14889,-0.476450858,-0.156303697,-0.129964863,22585.21797,0,0,0,0,0,0,-382589.5171,-112422.0324,-52413.69132,0.322835792,-0.804936866,-0.441987192
6718.788658,-373233.2928,-133705.5348,-61363.94099,-0.476488849,-0.155848654,-0.129771679,22585.21797,0,0,0,0,0,0,-382570.1426,-112470.3274,-52440.20998,0.322978939,-0.804895732,-0.441967982
6719.788658,-373261.8833,-133714.872,-61371.72147,-0.476527195,-0.155391517,-0.129577659,22585.21797,0,0,0,0,0,0,-382550.7596,-112518.6199,-52466.72748,0.323122081,-0.80485458,-0.441948763
6720.788658,-373290.4761,-133724.1817,-61379.49029,-0.476565894,-0.154932268,-0.129382797,22585.21797,0,0,0,0,0,0,-382531.368,-112566.9099,-52493.24383,0.323265217,-0.80481341,-0.441929533
6721.788658,-373319.0712,-133733.4638,-61387.24739,-0.476604946,-0.154470893,-0.129187087,22585.21797,0,0,0,0,0,0,-382511.9678,-112615.1975,-52519.75903,0.323408347,-0.804772222,-0.441910293
6722.788658,-373347.6687,-133742.7182,-61394.99273,-0.476644347,-0.154007375,-0.128990523,22585.21797,0,0,0,0,0,0,-382492.559,-112663.4826,-52546.27307,0.323551471,-0.804731015,-0.441891043
6723.788658,-373376.2685,-133751.9447,-61402.72624,-0.476684098,-0.153541699,-0.128793098,22585.21797,0,0,0,0,0,0,-382473.1416,-112711.7652,-52572.78595,0.32369459,-0.80468979,-0.441871783
6724.788658,-373404.8708,-133761.1432,-61410.44788,-0.476724196,-0.153073848,-0.128594808,22585.21797,0,0,0,0,0,0,-382453.7156,-112760.0454,-52599.29768,0.323837703,-0.804648547,-0.441852513
6725.788658,-373433.4755,-133770.3135,-61418.1576,-0.476764639,-0.152603806,-0.128395645,22585.21797,0,0,0,0,0,0,-382434.2811,-112808.3231,-52625.80825,0.323980811,-0.804607286,-0.441833233
6726.788658,-373462.0826,-133779.4556,-61425.85534,-0.476805425,-0.152131557,-0.128195604,22585.21797,0,0,0,0,0,0,-382414.838,-112856.5982,-52652.31767,0.324123912,-0.804566006,-0.441813944
6727.788658,-373490.6921,-133788.5692,-61433.54105,-0.476846553,-0.151657084,-0.127994677,22585.21797,0,0,0,0,0,0,-382395.3862,-112904.871,-52678.82593,0.324267008,-0.804524709,-0.441794644
6728.788658,-373519.3041,-133797.6544,-61441.21468,-0.476888021,-0.15118037,-0.127792859,22585.21797,0,0,0,0,0,0,-382375.9259,-112953.1412,-52705.33302,0.324410098,-0.804483393,-0.441775334
6729.788658,-373547.9187,-133806.7108,-61448.87618,-0.476929826,-0.150701398,-0.127590144,22585.21797,0,0,0,0,0,0,-382356.457,-113001.409,-52731.83896,0.324553183,-0.804442058,-0.441756014
6730.788658,-373576.5357,-133815.7385,-61456.52548,-0.476971967,-0.150220151,-0.127386524,22585.21797,0,0,0,0,0,0,-382336.9795,-113049.6743,-52758.34375,0.324696261,-0.804400706,-0.441736684
6731.788658,-373605.1553,-133824.7372,-61464.16254,-0.477014441,-0.149736612,-0.127181994,22585.21797,0,0,0,0,0,0,-382317.4935,-113097.9371,-52784.84737,0.324839334,-0.804359335,-0.441717344
6732.788658,-373633.7775,-133833.7069,-61471.7873,-0.477057247,-0.149250763,-0.126976547,22585.21797,0,0,0,0,0,0,-382297.9988,-113146.1974,-52811.34983,0.324982401,-0.804317946,-0.441697994
6733.788658,-373662.4022,-133842.6473,-61479.39971,-0.477100381,-0.148762587,-0.126770176,22585.21797,0,0,0,0,0,0,-382278.4956,-113194.4552,-52837.85113,0.325125463,-0.804276539,-0.441678634
6734.788658,-373691.0295,-133851.5583,-61486.99971,-0.477143842,-0.148272066,-0.126562874,22585.21797,0,0,0,0,0,0,-382258.9838,-113242.7106,-52864.35126,0.325268519,-0.804235113,-0.441659264
6735.788658,-373719.6595,-133860.4399,-61494.58724,-0.477187627,-0.147779182,-0.126354635,22585.21797,0,0,0,0,0,0,-382239.4633,-113290.9634,-52890.85024,0.325411569,-0.80419367,-0.441639884
6736.788658,-373748.292,-133869.2918,-61502.16224,-0.477231734,-0.147283917,-0.126145452,22585.21797,0,0,0,0,0,0,-382219.9344,-113339.2138,-52917.34805,0.325554613,-0.804152208,-0.441620494
6737.788658,-373776.9273,-133878.1139,-61509.72467,-0.477276161,-0.146786252,-0.125935318,22585.21797,0,0,0,0,0,0,-382200.3968,-113387.4617,-52943.8447,0.325697651,-0.804110728,-0.441601094
6738.788658,-373805.5652,-133886.9061,-61517.27446,-0.477320903,-0.14628617,-0.125724226,22585.21797,0,0,0,0,0,0,-382180.8506,-113435.7071,-52970.34018,0.325840684,-0.804069229,-0.441581684
6739.788658,-373834.2058,-133895.6682,-61524.81156,-0.47736596,-0.145783651,-0.125512169,22585.21797,0,0,0,0,0,0,-382161.2959,-113483.95,-52996.8345,0.325983711,-0.804027713,-0.441562264
6740.788658,-373862.8491,-133904.4001,-61532.3359,-0.477411328,-0.145278678,-0.12529914,22585.21797,0,0,0,0,0,0,-382141.7326,-113532.1904,-53023.32765,0.326126732,-0.803986178,-0.441542834
6741.788658,-373891.4952,-133913.1016,-61539.84744,-0.477457004,-0.144771229,-0.125085132,22585.21797,0,0,0,0,0,0,-382122.1607,-113580.4283,-53049.81964,0.326269747,-0.803944625,-0.441523394
6742.788658,-373920.144,-133921.7726,-61547.3461,-0.477502985,-0.144261288,-0.124870138,22585.21797,0,0,0,0,0,0,-382102.5802,-113628.6638,-53076.31046,0.326412757,-0.803903054,-0.441503944
6743.788658,-373948.7955,-133930.4129,-61554.83183,-0.477549268,-0.143748834,-0.124654151,22585.21797,0,0,0,0,0,0,-382082.9912,-113676.8967,-53102.80011,0.326555761,-0.803861464,-0.441484484
6744.788658,-373977.4499,-133939.0224,-61562.30458,-0.477595851,-0.143233847,-0.124437162,22585.21797,0,0,0,0,0,0,-382063.3935,-113725.1271,-53129.2886,0.326698759,-0.803819857,-0.441465014
6745.788658,-374006.107,-133947.6009,-61569.76427,-0.47764273,-0.142716309,-0.124219166,22585.21797,0,0,0,0,0,0,-382043.7873,-113773.3551,-53155.77591,0.326841751,-0.803778231,-0.441445534
6746.788658,-374034.767,-133956.1483,-61577.21086,-0.477689901,-0.142196198,-0.124000153,22585.21797,0,0,0,0,0,0,-382024.1725,-113821.5805,-53182.26206,0.326984737,-0.803736587,-0.441426044
6747.788658,-374063.4298,-133964.6644,-61584.64427,-0.477737362,-0.141673496,-0.123780118,22585.21797,0,0,0,0,0,0,-382004.5492,-113869.8035,-53208.74704,0.327127718,-0.803694924,-0.441406544
6748.788658,-374092.0955,-133973.149,-61592.06445,-0.477785109,-0.141148181,-0.123559052,22585.21797,0,0,0,0,0,0,-381984.9172,-113918.0239,-53235.23085,0.327270693,-0.803653244,-0.441387034
6749.788658,-374120.764,-133981.6021,-61599.47134,-0.477833138,-0.140620233,-0.123336948,22585.21797,0,0,0,0,0,0,-381965.2767,-113966.2419,-53261.71348,0.327413662,-0.803611545,-0.441367514
6750.788658,-374149.4355,-133990.0234,-61606.86486,-0.477881446,-0.140089632,-0.123113797,22585.21797,0,0,0,0,0,0,-381945.6276,-114014.4573,-53288.19495,0.327556625,-0.803569828,-0.441347984
6751.788658,-374178.1098,-133998.4128,-61614.24497,-0.477930029,-0.139556356,-0.122889592,22585.21797,0,0,0,0,0,0,-381925.9699,-114062.6702,-53314.67524,0.327699583,-0.803528092,-0.441328444
6752.788658,-374206.7871,-134006.7701,-61621.61159,-0.477978883,-0.139020385,-0.122664326,22585.21797,0,0,0,0,0,0,-381906.3036,-114110.8807,-53341.15436,0.327842534,-0.803486339,-0.441308893
6753.788658,-374235.4673,-134015.0952,-61628.96467,-0.478028004,-0.138481697,-0.12243799,22585.21797,0,0,0,0,0,0,-381886.6288,-114159.0886,-53367.63231,0.32798548,-0.803444567,-0.441289333
6754.788658,-374264.1505,-134023.3879,-61636.30413,-0.478077388,-0.13794027,-0.122210577,22585.21797,0,0,0,0,0,0,-381866.9454,-114207.294,-53394.10908,0.32812842,-0.803402777,-0.441269763
6755.788658,-374292.8366,-134031.648,-61643.62992,-0.478127032,-0.137396084,-0.121982077,22585.21797,0,0,0,0,0,0,-381847.2534,-114255.4969,-53420.58468,0.328271355,-0.803360969,-0.441250183
6756.788658,-374321.5257,-134039.8753,-61650.94196,-0.47817693,-0.136849115,-0.121752484,22585.21797,0,0,0,0,0,0,-381827.5528,-114303.6973,-53447.0591,0.328414283,-0.803319142,-0.441230593
6757.788658,-374350.2178,-134048.0698,-61658.24019,-0.478227079,-0.136299342,-0.121521788,22585.21797,0,0,0,0,0,0,-381807.8437,-114351.8952,-53473.53235,0.328557206,-0.803277298,-0.441210993
6758.788658,-374378.913,-134056.2312,-61665.52455,-0.478277474,-0.135746743,-0.121289982,22585.21797,0,0,0,0,0,0,-381788.1259,-114400.0906,-53500.00442,0.328700123,-0.803235435,-0.441191383
6759.788658,-374407.6111,-134064.3594,-61672.79497,-0.47832811,-0.135191295,-0.121057057,22585.21797,0,0,0,0,0,0,-381768.3996,-114448.2835,-53526.47531,0.328843034,-0.803193554,-0.441171763
6760.788658,-374436.3123,-134072.4541,-61680.05138,-0.478378983,-0.134632974,-0.120823005,22585.21797,0,0,0,0,0,0,-381748.6648,-114496.4738,-53552.94503,0.328985939,-0.803151654,-0.441152132
